"DeepHit_0.9161559412950626_(0.7982954545454546, 0.9833795013850415)_fpr","DeepHit_0.9161559412950626_(0.7982954545454546, 0.9833795013850415)_tpr"
0.0,0.7551814497034767
0.010101010101010102,0.7551814497034767
0.020202020202020204,0.7551814497034767
0.030303030303030304,0.7551814497034767
0.04040404040404041,0.7551814497034767
0.05050505050505051,0.7586536719256988
0.06060606060606061,0.7657376318254481
0.07070707070707072,0.7706190547503493
0.08080808080808081,0.771435721417016
0.09090909090909091,0.7749221886534832
0.10101010101010102,0.7769786779158548
0.11111111111111112,0.7821102568632233
0.12121212121212122,0.7840150187679852
0.13131313131313133,0.7894089581619247
0.14141414141414144,0.7911480885967073
0.15151515151515152,0.7938196572241583
0.16161616161616163,0.8001564993294217
0.17171717171717174,0.8061180377909603
0.18181818181818182,0.8105327203306427
0.19191919191919193,0.813714538512461
0.20202020202020204,0.82254304092792
0.21212121212121213,0.8262272514542357
0.22222222222222224,0.8281439181209024
0.23232323232323235,0.8335689181209024
0.24242424242424243,0.8349974895494738
0.25252525252525254,0.843284202836187
0.26262626262626265,0.843284202836187
0.27272727272727276,0.8449589210326445
0.2828282828282829,0.8484589210326444
0.29292929292929293,0.8530212459626165
0.30303030303030304,0.8611164840578545
0.31313131313131315,0.8644801204214906
0.32323232323232326,0.8682630151583328
0.33333333333333337,0.8755820196832197
0.3434343434343435,0.8755820196832197
0.3535353535353536,0.8836772577784577
0.36363636363636365,0.8849272577784578
0.37373737373737376,0.8870325209363524
0.38383838383838387,0.8886635369791331
0.393939393939394,0.8945302036457997
0.4040404040404041,0.8990022533352406
0.4141414141414142,0.9009070152400027
0.42424242424242425,0.9055223998553872
0.43434343434343436,0.913937168988847
0.4444444444444445,0.9258462598979379
0.4545454545454546,0.9325129265646048
0.4646464646464647,0.9345129265646048
0.4747474747474748,0.9502261225981669
0.48484848484848486,0.9502261225981669
0.494949494949495,0.9502261225981669
0.5050505050505051,0.963459139581184
0.5151515151515152,0.963459139581184
0.5252525252525253,0.963459139581184
0.5353535353535354,0.9750086655700693
0.5454545454545455,0.9772336655700693
0.5555555555555556,0.9787892211256248
0.5656565656565657,0.981971039307443
0.5757575757575758,0.9829759412682274
0.5858585858585859,0.9837451720374581
0.595959595959596,0.9856499339422201
0.6060606060606061,0.9873890643770027
0.6161616161616162,0.9889890643770026
0.6262626262626263,0.9898981552860936
0.6363636363636365,0.9906388960268343
0.6464646464646465,0.9906388960268343
0.6565656565656566,0.9906388960268343
0.6666666666666667,0.9910235114114496
0.6767676767676768,0.9910235114114496
0.686868686868687,0.9910235114114496
0.696969696969697,0.9923871477750862
0.7070707070707072,0.9923871477750862
0.7171717171717172,0.9923871477750862
0.7272727272727273,0.9923871477750862
0.7373737373737375,0.9936914956011731
0.7474747474747475,0.9936914956011731
0.7575757575757577,0.9955096774193549
0.7676767676767677,0.9955096774193549
0.7777777777777778,0.9987096774193549
0.787878787878788,0.9987096774193549
0.797979797979798,0.9987096774193549
0.8080808080808082,0.9987096774193549
0.8181818181818182,0.9987096774193549
0.8282828282828284,0.9987096774193549
0.8383838383838385,0.9987096774193549
0.8484848484848485,0.9987096774193549
0.8585858585858587,1.0
0.8686868686868687,1.0
0.8787878787878789,1.0
0.888888888888889,1.0
0.8989898989898991,1.0
0.9090909090909092,1.0
0.9191919191919192,1.0
0.9292929292929294,1.0
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
